include	status	name	cat	variants	flags	replaces	near	source_title	url
y	new	British Army 1960s Olive Green Women's Working Dress Parka	Jackets / Shirts	1				British Army 60s Olive Green Women's Working Dress Parka - Medium SIZE 9	https://lambrino.co.uk/products/british-army-60s-olive-green-womens-working-dress-parka
y	new	British Army 1960s Parachute Regiment Mess Dress Jacket	Jackets / Shirts	2				British Army 60s Mess Dress Jacket - Parachute Regiment - Medium	https://lambrino.co.uk/products/british-army-60s-mess-dress-jacket-parachute-regiment
y	new	British Army 1960s RLC Moss Bros. No.2 Olive Green Dress Jacket	Jackets / Shirts	1				British Army 60s Moss Bros. No. 2 Olive Green Dress Jacket - RLC - Medium	https://lambrino.co.uk/products/british-army-1980-pattern-no-2-olive-green-dress-jacket-rlc-10
y	new	British Army 1960s Royal Engineers Mess Dress Jacket	Jackets / Shirts	1				British Army 60s Mess Dress Jacket - Royal Engineers - Medium	https://lambrino.co.uk/products/british-army-mess-dress-jacket-royal-engineers-2
y	new	British Army 1960s Royal Signals No.1 Dress Jacket	Jackets / Shirts	1				British Army 60s No. 1 Dress Jacket - Royal Signals - Medium	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-royal-signals
y	new	British Army 1960s Service Dress Jacket	Jackets / Shirts	1				British Army 60s Service Dress Jacket - Medium	https://lambrino.co.uk/products/british-army-60s-service-dress-jacket
y	new	British Army 1960s Yorkshire Volunteers No.2 Olive Green Dress Jacket	Jackets / Shirts	1				British Army 60s Pattern No. 2 Olive Green Dress Jacket - Yorkshire Volunteers - Small	https://lambrino.co.uk/products/british-army-60s-pattern-no-2-olive-green-dress-jacket
y	new	British Army 1970s Medical Corps No.2 Khaki Green Dress Jacket	Jackets / Shirts	1				British Army 70s No. 2 Khaki Green Dress Jacket - Medical Corps - Small	https://lambrino.co.uk/products/british-army-no-2-khaki-green-dress-jacket-medical-corps-1
y	new	British Army 1970s Musician's Mess Dress Jacket	Jackets / Shirts	2				British Army 70s Mess Dress Jacket - Musician's - Small	https://lambrino.co.uk/products/british-army-70s-mess-dress-jacket-musicians-1
y	new	British Army 1970s Royal Artillery Regiment RMAS Officer Cadets No.1 Dress Jacket	Jackets / Shirts	1				British Army RMAS Officer Cadets 70s No. 1 Dress Jacket - Royal Artillery Regiment - Small	https://lambrino.co.uk/products/british-army-80s-no-1-dress-jacket-royal-artillery-regiment
y	new	British Army 1970s Royal Regiment of Scotland No.2 Dress Khaki Green Jacket	Jackets / Shirts	1				British Army 70s No. 2 Dress Jacket Khaki Green - Royal Regiment of Scotland - Medium SIZE 37	https://lambrino.co.uk/products/british-army-no-2-dress-jacket-khaki-green-royal-regiment-of-scotland
y	new	British Army 1980s Cadet Forces DPM Windproof Smock	Jackets / Shirts	2				British Army 80s Cadet Forces DPM Camouflage Windproof Smock - X Small 150/76	https://lambrino.co.uk/products/british-army-80s-cadet-forces-dpm-camouflage-windproof-smock
y	new	British Army 1980s Catering Corps Mess Dress Jacket	Jackets / Shirts	1				British Army 80s Mess Dress Jacket - Army Catering Corps - Small	https://lambrino.co.uk/products/british-army-80s-mess-dress-jacket-army-catering-corps
y	new	British Army 1980s DPM Combat Smock	Jackets / Shirts	4				British Army 85 Pattern DPM Camouflage Combat Smock - Medium SIZE 2	https://lambrino.co.uk/products/british-army-85-pattern-dpm-camouflage-combat-smock-1
y	new	British Army 1980s DPM Woodland Combat Smock	Jackets / Shirts	1				British Army 85 Pattern DPM Woodland Camouflage Combat Smock - Medium 180/96	https://lambrino.co.uk/products/british-army-85-pattern-dpm-woodland-camouflage-combat-smock
y	new	British Army 1980s Edinburgh University Officers' Training Corps No.2 Dress Green Scottish w Jacket	Jackets / Shirts	1				British Army No. 2 Dress Jacket Green 80s Scottish Pattern w Belt - Edinburgh University Officers' Training Corps - Medium	https://lambrino.co.uk/products/british-army-no-2-dress-jacket-green-80s-scottish-pattern-w-belt-edinburgh-university-officers-training-corps
y	new	British Army 1980s REME Mess Dress Jacket	Jackets / Shirts	1				British Army 80s Mess Dress Jacket - REME - Medium	https://lambrino.co.uk/products/british-army-80s-mess-dress-jacket-reme
y	new	British Army 1980s Royal Artillery Regiment No.1 Dress Jacket	Jackets / Shirts	1				British Army 80s No. 1 Dress Jacket - Royal Artillery Regiment - Medium	https://lambrino.co.uk/products/british-army-50s-no-1-dress-jacket-royal-artillery-regiment-1
y	new	British Army 1980s Royal Regiment of Scotland No.2 Dress Green Scottish Jacket	Jackets / Shirts	1				British Army No. 2 Dress Jacket Green 80s Scottish Pattern - Royal Regiment of Scotland - Medium 172/100	https://lambrino.co.uk/products/british-army-no-2-dress-jacket-green-80s-scottish-pattern-w-belt-royal-regiment-of-scotland
y	new	British Army 1980s Royal Regiment of Wales Footguards Wool Greatcoat	Jackets / Shirts	1				British Army 80s Footguards Wool Greatcoat - Royal Regiment of Wales - Medium 182/92	https://lambrino.co.uk/products/british-army-footguards-wool-greatcoat-royal-regiment-of-wales-3
y	new	British Army 1980s The Household Cavalry Mess Dress Jacket	Jackets / Shirts	1				British Army 80s Mess Dress Jacket - The Household Cavalry - Medium	https://lambrino.co.uk/products/british-army-80s-mess-dress-jacket
y	new	British Army 1980s Welsh Guards Mess Dress Jacket	Jackets / Shirts	1				British Army 80s Mess Dress Jacket - Welsh Guards - Small	https://lambrino.co.uk/products/british-army-80s-mess-dress-jacket-welsh-guards
y	new	British Army 1980s Woodland DPM Combat Smock	Jackets / Shirts	43				British Army 84 Pattern Woodland DPM Camo Combat Smock - Medium 180/96	https://lambrino.co.uk/products/british-army-84-pattern-woodland-dpm-camo-combat-smock-28
y	new	British Army 1980s Woodland DPM Parachutist's Smock	Jackets / Shirts	1				British Army 84 Pattern Woodland DPM Camo Parachutist's Smock - Medium 180/96	https://lambrino.co.uk/products/british-army-84-pattern-woodland-dpm-camo-parachutists-smock
y	new	British Army 1980s Wool Long Sleeve Shirt	Jackets / Shirts	1				British Army Wool Shirt 1980s Long Sleeve - Small	https://lambrino.co.uk/products/british-army-wool-shirt
y	new	British Army 1990s DPM Jacket	Jackets / Shirts	39				British Army S95 Shirt Jacket DPM Camouflage - Medium 180/96	https://lambrino.co.uk/products/british-army-s95-shirt-jacket-dpm-camouflage-medium-180-104
y	new	British Army 1990s DPM MVP Liner Hooded Smock	Jackets / Shirts	2				British Army S95 DPM Camo MVP Liner Hooded Smock Jacket - Medium 180/96	https://lambrino.co.uk/products/british-army-s95-dpm-camo-mvp-liner-hooded-smock-jacket
y	new	British Army 1990s DPM Waterproof MVP Hooded Smock	Jackets / Shirts	2				British Army S95 DPM Camouflage Waterproof MVP Hooded Smock - X Large 190/120	https://lambrino.co.uk/products/british-army-s95-dpm-camo-mvp-liner-hooded-smock-jacket-2
y	new	British Army 1990s DPM Windproof Combat Cotton Smock	Jackets / Shirts	7				British Army S95 DPM Camouflage Windproof Combat Smock - Medium 170/96	https://lambrino.co.uk/products/british-army-s95-dpm-camouflage-windproof-combat-smock-5
y	new	British Army 1990s DPM Windproof Combat Polyester Smock	Jackets / Shirts	3				British Army S95 DPM Camouflage Windproof Combat Smock - Medium 180/96	https://lambrino.co.uk/products/british-army-s95-dpm-camouflage-windproof-combat-smock-7
y	new	British Army 1990s DPM Woodland Field Jacket	Jackets / Shirts	9				British Army S95 DPM Woodland Camo Field Jacket - Medium 180/96	https://lambrino.co.uk/products/british-army-s95-dpm-woodland-camo-field-jacket-8
y	new	British Army 1990s DPM Woodland Ripstop Field Jacket	Jackets / Shirts	4				British Army S95 DPM Woodland Camo Ripstop Field Jacket - Large 190/104	https://lambrino.co.uk/products/british-army-s95-dpm-woodland-camo-ripstop-field-jacket
y	new	British Army 1990s Desert DPM Combat Jacket	Jackets / Shirts	4				British Army Desert DPM Camouflage S95 Combat Jacket / Shirt - Large 190/112	https://lambrino.co.uk/products/british-army-desert-dpm-camouflage-s95-combat-jacket-shirt-3
y	new	British Army 1990s Desert DPM Windproof Combat Smock	Jackets / Shirts	4				British Army S95 Desert DPM Camouflage Windproof Combat Smock - Large 180/112	https://lambrino.co.uk/products/british-army-s95-desert-dpm-camouflage-windproof-combat-smock-3
y	new	British Army 1990s G2 DPM MVP Liner Hooded Smock	Jackets / Shirts	1				British Army S95 DPM Camo MVP Liner Hooded Smock Jacket - Large 180/104 - G2	https://lambrino.co.uk/products/british-army-s95-dpm-camo-mvp-liner-hooded-smock-jacket-1
y	new	British Army 1990s Light Infantry Mess Dress Jacket	Jackets / Shirts	1				British Army 90s Mess Dress Jacket - Light Infantry - Medium	https://lambrino.co.uk/products/british-army-90s-mess-dress-jacket-light-infantry
y	new	British Army 1990s Light Infantry Mess Dress Waistcoat	Jackets / Shirts	1				British Army 90s Mess Dress Waistcoat - Light Infantry - Medium	https://lambrino.co.uk/products/british-army-90s-mess-dress-waistcoat-light-infantry
y	new	British Army 1990s Northumberland Hussars Mess Dress Jacket	Jackets / Shirts	1				British Army 90s Mess Dress Jacket - Northumberland Hussars - Large	https://lambrino.co.uk/products/british-army-90s-mess-dress-jacket-northumberland-hussars
y	new	British Army 1990s Operating Theatre Smock	Jackets / Shirts	1				British Army 90s Operating Theatre Smock - Large	https://lambrino.co.uk/products/british-army-90s-operating-theatre-smock
y	new	British Army 1990s Woodland DPM Combat Smock	Jackets / Shirts	1				British Army 90s Pattern Woodland DPM Camo Combat Smock	https://lambrino.co.uk/products/british-army-vintage-90s-woodland-dpm-camo-combat-smock
y	new	British Army 1990s Woodland DPM Parachutist's Smock	Jackets / Shirts	1				British Army S95 Pattern Woodland DPM Camo Parachutist's Smock - Large 180/112	https://lambrino.co.uk/products/british-army-84-pattern-woodland-dpm-camo-parachutists-smock-1
y	new	British Army 2010s Barracks with Patches Shirt	Jackets / Shirts	4				British Army MTP Camouflage Barracks Shirt w/ Patches - Medium	https://lambrino.co.uk/products/british-army-mtp-camouflage-barracks-shirt-w-patches-3
y	new	British Army 2010s Beige Hot Weather FR UBACS Combat Shirt	Jackets / Shirts	1				British Army MTP Camouflage Beige Hot Weather FR UBACS Combat Shirt - Medium	https://lambrino.co.uk/products/british-army-mtp-camouflage-beige-hot-weather-fr-ubacs-combat-shirt
y	new	British Army 2010s Body UBACS Combat Shirt	Jackets / Shirts	26				British Army MTP Camouflage MTP Body UBACS Combat Shirt - Large 180/100L	https://lambrino.co.uk/products/british-army-mtp-camouflage-mtp-body-ubacs-combat-shirt-large-180-100l-3
y	new	British Army 2010s Brown UBACS Combat Shirt	Jackets / Shirts	10				British Army MTP Camouflage Brown UBACS Combat Shirt - Medium	https://lambrino.co.uk/products/british-army-mtp-camouflage-brown-ubacs-combat-shirt-medium-1
y	new	British Army 2010s Brown UBACS Padded Combat Shirt	Jackets / Shirts	2				British Army MTP Camouflage Brown UBACS Padded Combat Shirt - Large	https://lambrino.co.uk/products/british-army-mtp-camouflage-brown-ubacs-padded-combat-shirt-large
y	new	British Army 2010s Combat Jacket	Jackets / Shirts	1				British Army MTP Camouflage Combat Jacket - Small 160/88	https://lambrino.co.uk/products/british-army-mtp-camouflage-combat-jacket
y	new	British Army 2010s Field Tailored Barracks Shirt	Jackets / Shirts	6				British Army MTP Camouflage Field Tailored Barracks Shirt / Vest - Medium	https://lambrino.co.uk/products/british-army-mtp-camouflage-field-tailored-barracks-shirt-vest-4
y	new	British Army 2010s L Olive Green UBACS Combat Shirt	Jackets / Shirts	1				British Army MTP Camouflage Olive Green UBACS Combat Shirt - 180/100 L	https://lambrino.co.uk/products/british-army-mtp-camouflage-olive-green-ubacs-combat-shirt-1
y	new	British Army 2010s M Olive Green UBACS Combat Shirt	Jackets / Shirts	1				British Army MTP Camouflage Olive Green UBACS Combat Shirt - 170/90 M	https://lambrino.co.uk/products/british-army-mtp-camouflage-olive-green-ubacs-combat-shirt-7
y	new	British Army 2010s MVP Jacket	Jackets / Shirts	1	fabric-unknown			British Army MTP Camouflage MVP Jacket - Medium 170/96	https://lambrino.co.uk/products/british-army-mtp-camouflage-mvp-jacket
y	new	British Army 2010s Olive Green UBACS Combat Shirt	Jackets / Shirts	23				British Army MTP Camouflage Olive Green UBACS Combat Shirt - Large 180/100	https://lambrino.co.uk/products/british-army-mtp-camouflage-olive-green-ubacs-combat-shirt-large-2
y	new	British Army 2010s Packlite Jacket	Jackets / Shirts	1				British Army MTP Camouflage Packlite Jacket - Medium	https://lambrino.co.uk/products/british-army-mtp-camouflage-packlite-jacket
y	new	British Army 2010s Sniper's Smock	Jackets / Shirts	1				British Army MTP Camouflage Sniper's Smock - Medium 180/96	https://lambrino.co.uk/products/british-army-woodland-mtp-camo-snipers-smock
y	new	British Army 2010s Warm Weather Combat Jacket	Jackets / Shirts	1				British Army MTP Camouflage Warm Weather Combat Jacket - Large 180/112	https://lambrino.co.uk/products/british-army-mtp-camouflage-warm-weather-combat-jacket-1
y	new	British Army 2010s Waterproof OAV MVP Smock	Jackets / Shirts	2	fabric-unknown			British Army MTP Camouflage Waterproof OAV MVP Smock - 180cm	https://lambrino.co.uk/products/british-army-mtp-camouflage-waterproof-oav-mvp-smock-1
y	new	British Army 2010s Windproof Polyester Smock	Jackets / Shirts	14				British Army MTP Camouflage Windproof Smock - Medium 160/96	https://lambrino.co.uk/products/british-army-mtp-camouflage-windproof-smock-29
y	new	British Army 2010s Windproof Smock	Jackets / Shirts	17	fabric-unknown			British Army MTP Camouflage Windproof Smock - Medium 180/96	https://lambrino.co.uk/products/british-army-mtp-camouflage-windproof-smock-25
y	new	British Army 2010s Windproof V2 Smock	Jackets / Shirts	1	fabric-unknown			British Army MTP Camouflage Windproof Smock V2 - 170/88	https://lambrino.co.uk/products/british-army-mtp-camouflage-windproof-smock-v2
y	new	British Army 2010s Woodland Parachutist's Smock	Jackets / Shirts	2				British Army Woodland MTP Camo Parachutist's Smock - Medium 160/96	https://lambrino.co.uk/products/british-army-woodland-mtp-camo-parachutists-smock-1
y	new	British Army 2020s Olive Green UBACS Combat Shirt	Jackets / Shirts	1				British Army P23 MTP Camouflage Olive Green UBACS Combat Shirt - Medium 180/100	https://lambrino.co.uk/products/british-army-p23-mtp-camouflage-olive-green-ubacs-combat-shirt
y	new	British Army 2020s PT Black T Shirt	Jackets / Shirts	1				British Army P23 PT Black T Shirt	https://lambrino.co.uk/products/british-army-p23-pt-black-t-shirt
y	new	British Army 2020s PT Coat	Jackets / Shirts	1				British Army P23 PT Coat - Medium	https://lambrino.co.uk/products/british-army-p23-pt-coat
y	new	British MoD 0000s Home Office Pullover	Jackets / Shirts	2	date-unknown			British MoD Home Office Pullover Top - X Large	https://lambrino.co.uk/products/british-mod-home-office-pullover-top-1
y	new	British MoD 0000s Home Office Short Sleeve Polo	Jackets / Shirts	9	date-unknown			British MoD Home Office Short Sleeve Polo - Large	https://lambrino.co.uk/products/british-mod-home-office-short-sleeve-polo-large-4
y	new	British MoD 0000s Home Office Short Sleeve UBACS Cotton Polo	Jackets / Shirts	3	date-unknown			British MoD Home Office Short Sleeve Polo / UBACS - Small	https://lambrino.co.uk/products/british-mod-home-office-short-sleeve-polo-ubacs-small-2
y	new	British MoD 0000s Home Office Short Sleeve UBACS Polyester Polo	Jackets / Shirts	5	date-unknown			British MoD Home Office Short Sleeve Polo / UBACS - Medium	https://lambrino.co.uk/products/british-mod-home-office-short-sleeve-polo-ubacs-medium-2
y	new	British MoD 0000s Home Office Softshell Fleece Jacket	Jackets / Shirts	5	date-unknown			British MoD Home Office Softshell Jacket - XX Large	https://lambrino.co.uk/products/british-mod-home-office-softshell-jacket-4
y	new	British MoD 0000s Home Office Softshell Polyester Jacket	Jackets / Shirts	1	date-unknown			British MoD Home Office Softshell Jacket - Medium	https://lambrino.co.uk/products/british-mod-home-office-softshell-jacket
y	new	British MoD 0000s Home Office Utility Jacket	Jackets / Shirts	1	date-unknown			British MoD Home Office Utility Jacket - Large	https://lambrino.co.uk/products/british-mod-home-office-utility-jacket
y	new	British MoD 0000s Home Office Women's Utility Jacket	Jackets / Shirts	3	date-unknown			British MoD Home Office Women's Utility Jacket - Medium 8	https://lambrino.co.uk/products/british-mod-home-office-womens-utility-jacket-2
y	new	British Police 0000s Anorak Liner Jacket	Jackets / Shirts	1	date-unknown			British Police Anorak Jacket Liner - Medium	https://lambrino.co.uk/products/british-police-anorak-jacket-liner
y	new	British Police 0000s Devon Cornwall Dress with Jacket	Jackets / Shirts	1	date-unknown			British Ministry of Defence Police Dress Jacket w/ Belt - Devon & Cornwall - Large	https://lambrino.co.uk/products/british-ministry-of-defence-police-dress-jacket-8
y	new	British Police 0000s Dress Jacket	Jackets / Shirts	21	date-unknown			British Ministry of Defence Police Dress Jacket - Medium	https://lambrino.co.uk/products/british-ministry-of-defence-police-dress-jacket-20
y	new	British Police 0000s Greater Manchester Dress Black Jacket	Jackets / Shirts	1	date-unknown			British Greater Manchester Police Dress Jacket Black - Large	https://lambrino.co.uk/products/british-manchester-police-dress-jacket-black
y	new	British Police 0000s Guard's Liner Jacket	Jackets / Shirts	10	date-unknown			British Police / MoD Guard's Jacket Liner - Large 180/104	https://lambrino.co.uk/products/british-police-mod-guards-jacket-liner-7
y	new	British Police 0000s HM Prison Services Scotland Black Dress Jacket	Jackets / Shirts	1	date-unknown			British Police Black Dress Jacket - HM Prison Services Scotland - Medium	https://lambrino.co.uk/products/british-police-black-dress-jacket-hm-prison-services-scotland
y	new	British Police 0000s Liner Nylon Jacket	Jackets / Shirts	2	date-unknown			British Police MOD Jacket Liner - Large	https://lambrino.co.uk/products/british-police-mod-jacket-liner-1
y	new	British Police 0000s Liner Polyester Jacket	Jackets / Shirts	1	date-unknown			British Police / MoD Jacket Liner - Medium	https://lambrino.co.uk/products/british-police-mod-jacket-liner-2
y	new	British Police 0000s Metropolitan Dress Jacket	Jackets / Shirts	1	date-unknown			British Ministry of Defence Police Dress Jacket - Metropolitan - Large	https://lambrino.co.uk/products/british-ministry-of-defence-police-dress-jacket-metropolitan
y	new	British Police 0000s Officer's Black Rain Cloak Jacket	Jackets / Shirts	2	date-unknown,type-from-product-type			British Police Officer's Black Rain Cloak - Small / Medium	https://lambrino.co.uk/products/british-police-officers-black-rain-cloak-1
y	new	British Police 0000s RMP Royal No.1 Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 1 Dress Jacket - RMP Royal Military Police - Small	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-1
y	new	British Police 0000s SAS Black Field Jacket	Jackets / Shirts	12	date-unknown			British Army SAS Police Black Field Jacket - Medium 180/96	https://lambrino.co.uk/products/british-army-sas-police-black-field-jacket-5
y	new	British Police 0000s Scottish Black Dress Jacket	Jackets / Shirts	2	date-unknown			British Police Black Dress Jacket - Scottish Police - Large	https://lambrino.co.uk/products/british-police-black-dress-jacket-1
y	new	British Police 0000s Thermal Liner Jacket	Jackets / Shirts	1	date-unknown			British Police / MoD Thermal Jacket Liner - XX Large	https://lambrino.co.uk/products/british-police-mod-jacket-liner-4
y	new	British Police 0000s West Midlands Dress Jacket	Jackets / Shirts	1	date-unknown			British Ministry of Defence Police Dress Jacket - West Midlands - Large	https://lambrino.co.uk/products/british-ministry-of-defence-police-dress-jacket-west-midlands
y	new	British Police 0000s Women's Black Dress Jacket	Jackets / Shirts	3	date-unknown			British Police Women's Black Dress Jacket - Medium	https://lambrino.co.uk/products/british-police-womens-black-dress-jacket-2
y	new	British Police 0000s Women's Dress Jacket	Jackets / Shirts	2	date-unknown			British Ministry of Defence Police Women's Dress Jacket - Small 12M	https://lambrino.co.uk/products/british-ministry-of-defence-police-womens-dress-jacket-1
y	new	British Police 1970s Royal Mess Dress Jacket	Jackets / Shirts	2				British Army 70s Mess Dress Jacket - Royal Military Police - Medium	https://lambrino.co.uk/products/british-army-70s-mess-dress-jacket-royal-military-police
y	new	British RAF 0000s 50's Crombie Wool Greatcoat	Jackets / Shirts	2	date-unknown			British RAF 50's "Crombie" Wool Greatcoat - Medium	https://lambrino.co.uk/products/british-raf-50s-crombie-wool-greatcoat
y	new	British RAF 0000s 50's Wool Greatcoat	Jackets / Shirts	2	date-unknown			British RAF 50's New Pattern Wool Greatcoat - Medium SIZE 14	https://lambrino.co.uk/products/british-raf-50s-new-pattern-wool-greatcoat-1
y	new	British RAF 0000s 60's Crombie Wool Greatcoat	Jackets / Shirts	1	date-unknown			British RAF 60's "Crombie" Wool Greatcoat - Small	https://lambrino.co.uk/products/british-raf-60s-crombie-wool-greatcoat
y	new	British RAF 0000s 60's WO Blue Grey Wool with Box Greatcoat	Jackets / Shirts	1	date-unknown			British RAF 60's WO Blue Grey Wool Greatcoat w/ Original Box - Large SIZE 12	https://lambrino.co.uk/products/british-raf-60s-wo-blue-grey-wool-greatcoat
y	new	British RAF 0000s 60's Wool Greatcoat	Jackets / Shirts	1	date-unknown			British RAF 60's New Pattern Wool Greatcoat - Medium SIZE 10	https://lambrino.co.uk/products/british-raf-60s-new-pattern-wool-greatcoat
y	new	British RAF 0000s ATC 50's Wool Greatcoat	Jackets / Shirts	1	date-unknown			British RAF 50's New Pattern Wool Greatcoat - ATC - Small	https://lambrino.co.uk/products/british-raf-50s-new-pattern-wool-greatcoat-atc
y	new	British RAF 0000s Air Force No.1 O.A. Dress Jacket	Jackets / Shirts	2	date-unknown			British Air Force RAF No. 1 O.A. Dress Jacket - Large 172/112	https://lambrino.co.uk/products/british-air-force-raf-no-1-o-a-dress-jacket
y	new	British RAF 0000s Aircraft Servicing Overall Coat	Jackets / Shirts	1	date-unknown			British RAF Aircraft Servicing Overall Coat - Medium 190/100	https://lambrino.co.uk/products/british-raf-aircraft-servicing-overall-coat
y	new	British RAF 0000s Aircrew Ballyclare Cold Weather Mk 3 Jacket	Jackets / Shirts	1	date-unknown			British RAF Aircrew Ballyclare Cold Weather Mk 3 Jacket - Medium SIZE 6	https://lambrino.co.uk/products/british-raf-aircrew-ballyclare-cold-weather-mk-3-jacket
y	new	British RAF 0000s Aircrew Ballyclare Cold Weather Mk 4 Jacket	Jackets / Shirts	1	date-unknown			British RAF Aircrew Ballyclare Cold Weather Mk 4 Jacket - Small SIZE 3	https://lambrino.co.uk/products/british-raf-aircrew-ballyclare-cold-weather-mk-4-jacket
y	new	British RAF 0000s Aircrew Ballyclare Temperate DPM MK2A Jacket	Jackets / Shirts	1	date-unknown			British RAF Aircrew Ballyclare Temperate DPM MK2A Jacket - Medium SIZE 7	https://lambrino.co.uk/products/british-raf-aircrew-ballyclare-temperate-dpm-mk2a-jacket
y	new	British RAF 0000s Aircrew Beaufort Cold Weather Mk 3 Jacket	Jackets / Shirts	1	date-unknown			British RAF Aircrew Beaufort Cold Weather Mk 3 Jacket - Medium SIZE 6	https://lambrino.co.uk/products/british-raf-aircrew-beaufort-cold-weather-mk-3-jacket
y	new	British RAF 0000s Aircrew Faux Fur Thermal Base Layer Pullover	Jackets / Shirts	2	date-unknown,fabric-unknown			British RAF Aircrew Faux Fur Thermal Pullover Base Layer Top - Medium	https://lambrino.co.uk/products/british-raf-aircrew-faux-fur-thermal-pullover-base-layer-top-medium
y	new	British RAF 0000s Bandmaster's Frockcoat Jacket	Jackets / Shirts	3	date-unknown,type-from-product-type			British Royal Air Force Bandmaster's Frockcoat - Large	https://lambrino.co.uk/products/british-royal-air-force-bandmasters-frockcoat-1
y	new	British RAF 0000s Blue Dust Overall Coat	Jackets / Shirts	1	date-unknown			British RAF Blue Dust Coat Overall - Large	https://lambrino.co.uk/products/british-raf-blue-dust-coat-overall
y	new	British RAF 0000s Blue Raincoat Trench Coat	Jackets / Shirts	1	date-unknown			British RAF Blue Raincoat Trench Coat - Large 170/108	https://lambrino.co.uk/products/british-raf-blue-raincoat-trench-coat
y	new	British RAF 0000s Central Band No.5 Mess Dress Jacket	Jackets / Shirts	1	date-unknown			British Royal Air Force RAF No. 5 Mess Dress Jacket - Central Band - Small	https://lambrino.co.uk/products/british-royal-air-force-raf-no-5-mess-dress-jacket-central-band
y	new	British RAF 0000s Cold Weather Liner Smock	Jackets / Shirts	2	date-unknown			British RAF Cold Weather Smock Jacket Liner - Large	https://lambrino.co.uk/products/british-raf-cold-weather-smock-jacket-liner-1
y	new	British RAF 0000s Coldstream Guards Air Force No.1 O.A. Dress Jacket	Jackets / Shirts	1	date-unknown			British Air Force RAF No. 1 O.A. Dress Jacket - Coldstream Guards - Medium	https://lambrino.co.uk/products/british-air-force-raf-no-1-o-a-dress-jacket-1980s-1
y	new	British RAF 0000s Collarless Light Blue No.2 Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British RAF Vintage Collarless Light Blue No. 2 Long Sleeve Shirt - Medium	https://lambrino.co.uk/products/british-raf-vintage-collarless-light-blue-no-2-long-sleeve-shirt
y	new	British RAF 0000s Crombie Greatcoat	Jackets / Shirts	1	date-unknown			British Royal Air Force Crombie Greatcoat - Medium	https://lambrino.co.uk/products/british-royal-air-force-greatcoat
y	new	British RAF 0000s Crombie Wool Greatcoat	Jackets / Shirts	1	date-unknown			British RAF "Crombie" Wool Greatcoat - Medium	https://lambrino.co.uk/products/british-raf-crombie-wool-greatcoat
y	new	British RAF 0000s Cummerbund No.5 Mess Dress Uniform Jacket	Jackets / Shirts	1	date-unknown			British RAF No. 5 Mess Dress Uniform - Jacket, Trousers, Cummerbund - Medium	https://lambrino.co.uk/products/british-raf-no-5-mess-dress-set-jacket-trousers-cummerbund
y	new	British RAF 0000s DFRMO Short Sleeve Shirt	Jackets / Shirts	1	date-unknown			British RAF Mens Shirt Short Sleeve - DFRMO Fire & Rescue - Large	https://lambrino.co.uk/products/british-raf-mens-shirt-short-sleeve-dfrmo-fire-rescue
y	new	British RAF 0000s Foul Weather Jacket	Jackets / Shirts	1	date-unknown,fabric-unknown			British Royal Air Force RAF Foul Weather Jacket - X Large 170/104	https://lambrino.co.uk/products/british-royal-air-force-raf-foul-weather-jacket
y	new	British RAF 0000s GP Bomber Jacket	Jackets / Shirts	13	date-unknown			British RAF GP Bomber Jacket - Medium 96S	https://lambrino.co.uk/products/british-raf-gp-bomber-jacket-11
y	new	British RAF 0000s GP Bomber with Thermal Liner Jacket	Jackets / Shirts	11	date-unknown			British RAF GP Bomber Jacket w/ Thermal Liner - Medium 101L	https://lambrino.co.uk/products/british-raf-gp-bomber-jacket-w-thermal-liner-9
y	new	British RAF 0000s MVP Foul Weather Jacket	Jackets / Shirts	2	date-unknown,fabric-unknown			British RAF MVP Foul Weather Coat Jacket - Large	https://lambrino.co.uk/products/british-raf-mvp-foul-weather-coat-jacket
y	new	British RAF 0000s MVP Foul Weather Mk2A Jacket	Jackets / Shirts	1	date-unknown,fabric-unknown			British RAF MVP Foul Weather Mk2A Coat Jacket - Large	https://lambrino.co.uk/products/british-raf-mvp-foul-weather-mk2a-coat-jacket
y	new	British RAF 0000s MVP Wet Weather Jacket	Jackets / Shirts	2	date-unknown,fabric-unknown			British RAF MVP Wet Weather Jacket	https://lambrino.co.uk/products/british-raf-mvp-wet-weather-jacket-coat-1
y	new	British RAF 0000s Man's Light Blue No.2 Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Royal Air Force Man's Light Blue No. 2 Long Sleeve Shirt	https://lambrino.co.uk/products/british-royal-air-force-mans-light-blue-no-2-long-sleeve-shirt
y	new	British RAF 0000s Man's Light Blue No.2 Short Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Royal Air Force Man's Light Blue No. 2 Short Sleeve Shirt	https://lambrino.co.uk/products/british-royal-air-force-mans-light-blue-no-2-short-sleeve-shirt
y	new	British RAF 0000s NO Buttons No.4 No.6 Dress Uniform Jacket	Jackets / Shirts	1	date-unknown			British Army / RAF No.4 & No.6 Dress Uniform Jacket & Belt - NO Buttons	https://lambrino.co.uk/products/british-army-raf-no-4-no-6-dress-uniform-jacket-belt
